"","V1","Link","Title","Authors","Contributors","ISBN.UID","Format","Read.Status","Date.Added","Last.Date.Read","Dates.Read","Read.Count","Moods","Pace","Character..or.Plot.Driven.","Strong.Character.Development.","Loveable.Characters.","Diverse.Characters.","Flawed.Characters.","Star.Rating","Review","Content.Warnings","Content.Warning.Description","Tags","Owned.","Description","FRE","adventurous","challenging","dark","emotional","funny","hopeful","informative","inspiring","lighthearted","mysterious","reflective","relaxing","sad","tense","recc","recc_yes_prob"
"32",153,"https://app.thestorygraph.com/books/46fbb4d1-c053-4816-9a65-52ac2b37ccac","Miracle Creek","Angie Kim","","9.78E+12","hardcover","to-read","12/22/2023",NA,NA,0,"emotional, mysterious, tense","medium","A mix","Yes","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"Yes","WINNER OF THE EDGAR AWARD FOR BEST FIRST NOVELThe \""""gripping... page-turner\"""" (Time) hitting all the best of summer reading lists, Miracle Creek is perfect for book clubs and fans of Liane Moriarty and Celeste NgHow far will you go to protect your family? Will you keep their secrets? Ignore their lies?&nbsp;In a small town in Virginia, a group of people know each other because they\'re part of a special treatment center, a hyperbaric chamber that may cure a range of conditions from infertility to autism. But then the chamber explodes, two people die, and it\'s clear the explosion wasn\'t an accident.&nbsp;A powerful showdown unfolds as the story moves across characters who are all maybe keeping secrets, hiding betrayals. Chapter by chapter, we shift alliances and gather evidence: Was it the careless mother of a patient? Was it the owners, hoping to cash in on a big insurance payment and send their daughter to college? Could it have been a protester, trying to prove the treatment isn\'t safe?&nbsp;\""""A stunning debut about parents, children and the unwavering hope of a better life, even when all hope seems lost (Washington Post), Miracle Creek uncovers the worst prejudice and best intentions, tense rivalries and the challenges of parenting a child with special needs. It\'s \""""a quick-paced murder mystery that plumbs the power and perils of community\"""" (O Magazine) as it carefully pieces together the tense atmosphere of a courtroom drama and the complexities of life as an immigrant family. Drawing on the author\'s own experiences as a Korean-American, former trial lawyer, and mother of a \""""miracle submarine\"""" patient, this is a novel steeped in suspense and igniting discussion. Recommended by Erin Morgenstern, Jean Kwok, Jennifer Weiner, Scott Turow, Laura Lippman, and more-- Miracle Creek is a brave, moving debut from an unforgettable new voice.",41.03,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"Yes",0.541711692255171
"47",219,"https://app.thestorygraph.com/books/62f4656c-378e-4b6f-b8d3-cfe593168aec","The Leftover Woman","Jean Kwok","","9.78E+12","hardcover","to-read","12/27/2023",NA,NA,0,"emotional, mysterious, tense","medium","A mix","Yes","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"No","An evocative family drama and a riveting mystery about the ferocious pull of motherhood for two very different women—from the New York Times bestselling author of Searching for Sylvie Lee and Girl in Translation.I was in the Beautiful Country. I needed to let go of my past if I were to have any hope of walking into the future I longed for, a future with my daughter in it.Jasmine Yang arrives in New York City from her rural Chinese village without money or family support, fleeing a controlling husband, on a desperate search for the daughter who was taken from her at birth—another female casualty of China’s controversial One Child Policy.Meanwhile, publishing executive Rebecca Whitney seems to have it all: a prestigious family name and the wealth that comes with it, a high-powered career, a beautiful home, a handsome husband, and an adopted Chinese daughter she adores. She’s even hired a Chinese nanny to help her balance the demands of being a working wife and mother. But when an industry scandal threatens to jeopardize not only Rebecca’s job but her marriage, this perfect world begins to crumble.The Leftover Woman finds these two unforgettable women on a shocking collision course. Set against the backdrop of a city divided, Jean Kwok has crafted both a gripping suspense novel and a profound exploration of identity and belonging, motherhood and family. This is a twisting and surprisingly poignant tale that exposes the many ways we fail to understand each other when separated by race, wealth, culture, and language—and how these misunderstandings can have potentially deadly results.&nbsp;",27.12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"Yes",0.524914553265352
"81",412,"https://app.thestorygraph.com/books/a9f1b5d4-0c93-4541-a86e-eae917120b95","Black Leopard, Red Wolf","Marlon James","","9.78E+12","hardcover","to-read","2/6/2019",NA,NA,0,"adventurous, challenging, dark","slow","A mix","Yes","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"No","In the stunning first novel in Marlon James\'s Dark Star trilogy, myth, fantasy, and history come together to explore what happens when a mercenary is hired to find a missing child.Tracker is known far and wide for his skills as a hunter: \""""He has a nose,\"""" people say. Engaged to track down a mysterious boy who disappeared three years earlier, Tracker breaks his own rule of always working alone when he finds himself part of a group that comes together to search for the boy. The band is a hodgepodge, full of unusual characters with secrets of their own, including a shape-shifting man-animal known as Leopard.&nbsp; As Tracker follows the boy\'s scent--from one ancient city to another; into dense forests and across deep rivers--he and the band are set upon by creatures intent on destroying them. As he struggles to survive, Tracker starts to wonder: Who, really, is this boy? Why has he been missing for so long? Why do so many people want to keep Tracker from finding him? And perhaps the most important questions of all: Who is telling the truth, and who is lying?&nbsp; Drawing from African history and mythology and his own rich imagination, Marlon James has written a novel unlike anything that\'s come before it: a saga of breathtaking adventure that\'s also an ambitious, involving read. Defying categorization and full of unforgettable characters, Black Leopard, Red Wolf is both surprising and profound as it explores the fundamentals of truth, the limits of power, and our need to understand them both.",47.56,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"No",0.478226058895562
"43",191,"https://app.thestorygraph.com/books/39cd0cd1-2f73-4eb0-88cd-3c3070c97c66","Parakeet","Marie-Helene Bertino","","","","to-read","1/25/2024",NA,NA,0,"emotional, funny, reflective","medium","Character","Yes","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"No","**Highly Anticipated at The New York Times, Entertainment Weekly, Vulture, Refinery29, Yahoo Life, The Millions, Alma, The Rumpus, and Lit Hub**Miraculous: spry and mordant, with sentences that lull you with their rhythms, then twist suddenly and sting. --Lauren Groff, author of FloridaA twisting, strange delight, Parakeet shimmers a soft and generous light on the darkest of a woman\'s innermost thoughts. --Kristen Iversen, Refinery29Acclaimed author of 2 A.M. at the Cat\'s Pajamas Marie-Helene Bertino\'s Parakeet is a darkly funny and warm-hearted novel about a young woman whose dead grandmother (in the form of a parakeet) warns her not to marry and sends her out to find an estranged loved one.The week of her wedding, The Bride is visited by a bird she recognizes as her dead grandmother because of the cornflower blue line beneath her eyes, her dubious expression, and the way she asks: What is the Internet?&nbsp;Her grandmother is a parakeet. She says not to get married. She says: &nbsp;Go and find your brother.In the days that follow, The Bride\'s march to the altar becomes a wild and increasingly fragmented, unstable journey that bends toward the surreal and forces her to confront matters long buried.&nbsp;A novel that does justice to the hectic confusion of becoming a woman today, Parakeet asks and begins to answer the essential questions. How do our memories make, cage, and free us? How do we honor our experiences and still become our strongest, truest selves? Who are we responsible for, what do we owe them, and how do we allow them to change?&nbsp;Urgent, strange, warm-hearted, and sly, Parakeet is ribboned with joy, fear, and an inextricable thread of real love. It is a startling, unforgettable, life-embracing exploration of self and connection.",38.62,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"No",0.447343597800016
"27",117,"https://app.thestorygraph.com/books/35b935ec-e14d-445c-a36f-265b5caa56a2","Time's Mouth","Edan Lepucki","","9.78E+12","hardcover","to-read","12/27/2023",NA,NA,0,"emotional, mysterious, reflective","medium","A mix","Yes","It's complicated","No","Yes",NA,NA,NA,NA,NA,"Yes","From New York Times bestselling author Edan Lepucki comes an enthralling saga about family secrets that grow more powerful with time, set against the magical, dangerous landscape of CaliforniaUrsa possesses a very special gift. She can travel through memory and revisit her past. After she flees her hometown for the counterculture glory of 1950’s California, the intoxicating potential of her unique ability eventually draws a group of women into her orbit and into a ramshackle Victorian mansion in the woods outside Santa Cruz. Yet Ursa’s powers come with a cost. Soon this cultish community of sisterhood takes an ominous turn, prompting her son, Ray, and his pregnant lover, Cherry, to flee their home for Los Angeles and reinvent themselves far from Ursa’s insidious influence. But escaping their past won’t be so easy. A series of mysterious events forces Cherry to abandon their baby, leaving Ray to raise Opal alone.Now a teenager and still heartbroken over the abandonment of the mother she never knew, Opal must journey into her own past to reveal the generations of secrets that gave rise to the shimmering source of her family\'s painful legacy.From the forests of Santa Cruz, to the 1980s glam of Melrose Avenue to a solitary mansion among the oil derricks off La Cienega Boulevard, and brimming with the double-edged capacity of memory to both heal and harm, Time’s Mouth is a poignant and evocative excavation of the bonds that bind families together.",36.66,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"No",0.437972161830339
"116",589,"https://app.thestorygraph.com/books/f627656a-6552-4326-a031-6d7f43b8b94d","Forest of a Thousand Lanterns","Julie C. Dao","","9.78E+12","paperback","to-read","12/22/2018",NA,NA,0,"adventurous, dark","fast","Character","Yes","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"No","The Wrath and the Dawn meets Snow White and the Huntsman in this dark and mystical East Asian fantasy reimagining of The Evil Queen legend about one peasant girl\'s quest to become Empress. A richly developed fantasy world . . . Julie C. Dao is a talent to watch.--Marie Lu, #1 New York Times bestselling author of The Young Elites Eighteen-year-old Xifeng is beautiful. The stars say she is destined for greatness, that she is meant to be Empress of Feng Lu. But only if she embraces the darkness within her. Growing up as a peasant in a forgotten village on the edge of the map, Xifeng longs to fulfill the destiny promised to her by her cruel aunt, the witch Guma, who has read the cards and seen glimmers of Xifeng\'s majestic future. But is the price of the throne too high? Because in order to achieve greatness, she must spurn the young man who loves her and exploit the callous magic that runs through her veins--sorcery fueled by eating the hearts of the recently killed. For the god who has sent her on this journey will not be satisfied until his power is absolute. Set in an East Asian-inspired fantasy world filled with both breathtaking pain and beauty, Forest of a Thousand Lanterns possesses all the hallmarks of masterful fantasy: dazzling magic, heartbreaking romance, and a world that hangs in the balance. Fans of Heartless, Stealing Snow, and Red Queen will devour this stunning debut.",65.86,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No",0.427212333667611
"42",190,"https://app.thestorygraph.com/books/544599f7-92a3-4432-b7b3-312b1100747d","What We Kept to Ourselves","Nancy Jooyoun Kim","","9.78E+12","hardcover","to-read","12/27/2023",NA,NA,0,"emotional, mysterious, reflective","slow","A mix","Yes","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"Yes","The New York Times bestselling author of the “timely, important” (PopSugar) The Last Story of Mina Lee returns with a propulsive and suspenseful new novel about a family’s search for answers when a stranger is found dead in their backyard, carrying a mysterious letter to their missing mother.1999: The Kim family is struggling to move on after their mother, Sunny, vanished a year ago. Sixty-one-year-old John Kim feels more isolated from his grown children, Anastasia and Ronald, than ever before. But one evening, their fragile lives are further upended when John finds the body of a stranger in the backyard. The tragedy seems random until they learn that the dead man was carrying a letter to Sunny, sparking a desperate investigation into the stranger’s history and possible connections to her—only to reveal that someone has been watching them.1977: Sunny is pregnant and has just moved to Los Angeles from Korea with her aloof and often-absent husband. America is not turning out the way she had dreamed it to be, and the loneliness and isolation are broken only by a fateful encounter at a bus stop. The unexpected connection spans the decades and echoes into the family’s lives in the present as they uncover devastating secrets that put not only everything they thought they knew about their mother but their very lives at risk.Both a riveting page-turner and moving family story, What We Kept to Ourselves masterfully explores the consequences of secrets between parents and children, hus­bands and wives, the search for home when all seems lost, and what it means to dream in America.",35.28,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"No",0.371864207837185
"74",376,"https://app.thestorygraph.com/books/9f18568a-60a5-4a47-99e6-41a66f2f1644","Your Driver Is Waiting","Priya Guns","","9.78E+12","hardcover","to-read","2/3/2024",NA,NA,0,"dark, funny, tense","fast","Character","It's complicated","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"No","In this electrifyingly fierce and funny social satire—a gender-flipped reboot of the iconic 1970s film Taxi Driver—a ride share driver is barely holding it together on the hunt for love, dignity, and financial security…until she decides she’s done waiting.Damani is tired. Her father just died on the job at a fast-food joint, and now she lives paycheck to paycheck in a basement, caring for her mom and driving for an app that is constantly cutting her take. The city is roiling in protests–everybody’s in solidarity with somebody–but while she keeps hearing that they’re fighting for change on behalf of people like her, she literally can’t afford to pay attention.Then she gives a ride to Jolene (five stars, obviously). Jolene seems like she could be the perfect girlfriend–attentive, attractive, an ally–and their chemistry is off the charts. Jolene’s done the reading, she goes to every protest, and she says all the right things. So maybe Damani can look past the one thing that’s holding her back: she’s never dated anyone with money before, not to mention a white girl with money. But just as their romance intensifies and Damani finally lets her guard down, Jolene does something unforgivable, setting off an explosive chain of events.A wild, one-sitting read brimming with dark comedy, and piercing social commentary and announcing Priya Guns’s feverishly original voice, Your Driver Is Waiting is a crackling send-up of our culture of modern alienation.",45.73,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"No",0.366441448318754
"51",250,"https://app.thestorygraph.com/books/6d12deb1-c80b-471f-8ea9-391461ce7ca1","What We Don't Talk About","Charlot Kristensen","","9.78E+12","paperback","to-read","7/21/2020",NA,NA,0,"emotional, reflective, sad","fast","Character","No","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"No","Adam and Farai are an interracial couple that have been together for two years. Farai has finally persuaded Adam to introduce her to his parents, but the visit to the in-laws turns out to be a horrible experience for Farai. Several situations during the introductory dinner make her feel uneasy and ostracised. \nWhen confronted about this experience Adam tries to play down the whole situation and does not show any understanding for his partner\'s concern. This puts a further strain on their relationship and Farai starts to wonder if she can be with a man who\'s family does not accept her and who is not willing to face the difficulties related to an interracial relationship. \nExamining important contemporary issues of race, bigotry and the difficulties that interracial couples face, What We Don\'t Talk About is the debut graphic novel from a burgeoning new comics talent.",34.63,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"No",0.318876786996519
"88",459,"https://app.thestorygraph.com/books/baa48a41-9485-43a3-9cd1-c4cf48d03270","To Paradise","Hanya Yanagihara","","9.78E+12","hardcover","to-read","12/21/2022",NA,NA,0,"dark, emotional, reflective","slow","Character","Yes","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"No","#1 NEW YORK TIMES BEST SELLER • From the award-winning, best-selling author of the classic A Little Life—a bold, brilliant novel spanning three centuries and three different versions of the American experiment, about lovers, family, loss and the elusive promise of utopia.A BEST BOOK OF THE YEAR: VOGUE • ESQUIRE • NPR • GOODREADSTo Paradise is a fin de siècle novel of marvelous literary effect, but above all it is a work of emotional genius. The great power of this remarkable novel is driven by Yanagihara’s understanding of the aching desire to protect those we love—partners, lovers, children, friends, family, and even our fellow citizens—and the pain that ensues when we cannot.In an alternate version of 1893 America, New York is part of the Free States, where people may live and love whomever they please (or so it seems). The fragile young scion of a distinguished family resists betrothal to a worthy suitor, drawn to a charming music teacher of no means. In a 1993 Manhattan besieged by the AIDS epidemic, a young Hawaiian man lives with his much older, wealthier partner, hiding his troubled childhood and the fate of his father. And in 2093, in a world riven by plagues and governed by totalitarian rule, a powerful scientist’s damaged granddaughter tries to navigate life without him—and solve the mystery of her husband’s disappearances.These three sections comprise an ingenious symphony, as recurring notes and themes deepen and enrich one another: A townhouse in Washington Square Park in Greenwich Village; illness, and treatments that come at a terrible cost; wealth and squalor; the weak and the strong; race; the definition of family, and of nationhood; the dangerous righteousness of the powerful, and of revolutionaries; the longing to find a place in an earthly paradise, and the gradual realization that it can’t exist. What unites not just the characters, but these Americas, are their reckonings with the qualities that make us human: Fear. Love. Shame. Need. Loneliness.",24.92,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"No",0.31458241437214
"77",384,"https://app.thestorygraph.com/books/a28035d4-f8a9-47ae-96b4-e29f69a5414e","Dogs of Summer","Andrea Abreu","Julia Sanches (Translator)","9.78E+12","digital","to-read","6/5/2023",NA,NA,0,"emotional, reflective","medium","Character","It's complicated","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"No","My Brilliant Friend meets Blue is the Warmest Color in this lyrical debut novel set in a working-class neighborhood of the Canary Islands—a story about two girls coming of age in the early aughts and a friendship that simmers into erotic desire over the course of one hot summer.\n\nHigh near the volcano of northern Tenerife, an endless ceiling of cloud cover traps the working class in an abject, oppressive heat. Far away from the island’s posh resorts, two girls dream of hitching a ride down to the beach and escaping their horizonless town. \n \nIt’s summer, 2005, and our ten-year-old narrator is consumed by thoughts of her best friend Isora. Isora is rude and bossy, but she’s also vivacious and brave; grownups prefer her, and boys do, too. That’s why sometimes she gets jealous of Isora, who already has hair on her vagina and soft, round breasts. But she’s definitely not jealous that Isora’s mother is dead, nor that Isora’s fat, foul-mouthed grandmother has her on a diet, so that she is constantly sticking her fingers down her throat. Besides, she would do anything for Isora: gorge herself on cakes when her friend wants to watch, follow her to the bathroom when she takes a shit, log into chat rooms to swap dirty instant messages with strangers. But increasingly, our narrator finds it hard to keep up with Isora, who seems to be growing up at full tilt without her—and as her submissiveness veers into a painful sexual awakening, desire grows indistinguishable from intimate violence.\n \nBraiding prose poetry with bachata lyrics and the gritty humor of Canary dialect, Dogs of Summer is a story of exquisite yearning, a brutal picture of girlhood and a love song written for the vital community it portrays.\n\n",45.87,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"No",0.312705694543217
"25",101,"https://app.thestorygraph.com/books/2d7248cb-2d7a-4d3e-a45a-d1b995aeaaf8","Yellowface","R.F. Kuang","","9.78E+12","hardcover","to-read","6/7/2023",NA,NA,0,"dark, tense","fast","Character","No","No","Yes","Yes",NA,NA,NA,NA,NA,"No","What’s the harm in a pseudonym? Bestselling sensation Juniper Song is not who she says she is, she didn’t write the book she claims she wrote, and she is most certainly not Asian American—in this chilling and hilariously cutting novel from the #1 New York Times bestselling author R. F. Kuang in the vein of White Ivy and The Other Black Girl.&nbsp;Authors June Hayward and Athena Liu were supposed to be twin rising stars: same year at Yale, same debut year in publishing. But Athena’s a cross-genre literary darling, and June didn’t even get a paperback release. Nobody wants stories about basic white girls, June thinks.So when June witnesses Athena’s death in a freak accident, she acts on impulse: she steals Athena’s just-finished masterpiece, an experimental novel about the unsung contributions of Chinese laborers to the British and French war efforts during World War I.So what if June edits Athena’s novel and sends it to her agent as her own work? So what if she lets her new publisher rebrand her as Juniper Song—complete with an ambiguously ethnic author photo? Doesn’t this piece of history deserve to be told, whoever the teller? That’s what June claims, and the New York Times bestseller list seems to agree.But June can’t get away from Athena’s shadow, and emerging evidence threatens to bring June’s (stolen) success down around her. As June races to protect her secret, she discovers exactly how far she will go to keep what she thinks she deserves.With its totally immersive first-person voice, Yellowface takes on questions of diversity, racism, and cultural appropriation not only in the publishing industry but the persistent erasure of Asian-American voices and history by Western white society. R. F. Kuang’s novel is timely, razor-sharp, and eminently readable.&nbsp;",50.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"No",0.137712145900085
"37",174,"https://app.thestorygraph.com/books/4db23eb0-5944-4476-a873-d21aeac768bc","Where I Live","Brenda Rufener","","9.78E+12","hardcover","to-read","4/11/2022",NA,NA,0,"reflective, sad","fast","Character","No","No","Yes","It's complicated",NA,NA,NA,NA,NA,"No","Included on Bustle\'s list of the 27 Most Anticipated YA Contemporary Books Hitting Shelves in 2018 \""""Fans of Jennifer Niven and Nicola Yoon will enjoy this realistic debut novel, which brings to light heavy topics of homelessness and abuse.\"""" --School Library Journal\""""Where I Live is hard-hitting and real and filled with hope. It makes you want to find your voice, find your people, and tell your story.\"""" --Jennifer Niven, New York Times bestselling author of All the Bright Places and Holding Up the UniverseFrom debut author Brenda Rufener comes a heart-wrenching and evocative story perfect for fans of Thirteen Reasons Why, Girl in Pieces, and All the Bright Places.Linden Rose has a big secret--she is homeless and living in the halls of her small-town high school. Her position as school blog editor, her best friends, Ham and Seung, and the promise of a future far away are what keep Linden under the radar and moving forward.But when cool-girl Bea comes to school with a bloody lip, the damage hits too close to home. Linden begins looking at Bea\'s life, and soon her investigation prompts people to pay more attention. And attention is the last thing she needs. Linden knows the only way to put a stop to the violence is to tell Bea\'s story and come to terms with her own painful past. Even if that means breaking her rules for survival and jeopardizing the secrets she\'s worked so hard to keep.",53.28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"No",0.122956913336763
"73",367,"https://app.thestorygraph.com/books/9a0ad72d-f499-4e59-95d9-96da969c9c82","Heavenly Tyrant","Xiran Jay Zhao","","9.78E+12","hardcover","to-read","5/10/2023",NA,NA,0,"adventurous, dark, emotional","medium","Character","It's complicated","No","Yes","It's complicated",NA,NA,NA,NA,NA,"No","Zetian must balance dangerous politics with a new quest for vengeance in the sequel to the #1 New York Times bestseller Iron Widow, a blend of Chinese history and mecha science fiction.After suffering devastating loss and making drastic decisions, Zetian finds herself at the seat of power in Huaxia. But she has also learned that her world is not as it seems, and revelations about an enemy more daunting than Zetian imagined forces her to share power with a dangerous man she cannot simply depose. Despite having vastly different ideas about how they must deconstruct the corrupt and misogynist system that plagues their country, Zetian must join this man in a dance of truth and lies and perform their roles to perfection in order to take down their common enemy, who seeks to control them as puppets while dangling one of Zetian’s loved ones as a hostage.With political unrest and perilous forces aiming to undermine Zetian at every turn, can she enact positive changes as a fair and just ruler? Or will she be forced to rely on fear and violence and succumb to her darker instincts in her quest for vengeance? Find out in this highly-anticipated sequel to Iron Widow, a #1 New York Times bestseller!",37.91,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"No",0.105293901685021
"21",73,"https://app.thestorygraph.com/books/8fec8988-615d-4ae0-838b-374f39202aaa","Piper Perish","Kayla Cagan","","","","to-read","8/26/2017",NA,NA,0,"emotional, reflective","fast","Character","No","No","No","Yes",NA,NA,NA,NA,NA,"No","\""""There may not be another book published ... that is more perfect for artistic  readers] who love stability yet crave adventure.\"""" --Teen Vogue Debut author Kayla Cagan breathes new life into fiction in this dynamic, authentic book. Warhol-obsessed Piper will have readers asking big questions along with her. What is love? What is friendship? What is family? What should I wear? Piper Perish inhales air and exhales art. The sooner she and her best friends can get out of Houston and get to New York City, the better. Art school has been Piper\'s dream forever, and now that senior year is halfway over, she\'s never felt more ready. But in the final months before graduation, things are weird with her friends and stressful with three different guys, and Piper\'s sister\'s tyranny thwarts every attempt at happiness for the Perish family. Piper\'s art just might be enough to get her out. But is she brave enough to seize that power when it means giving up so much?",74.39,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"No",0.0966159373995824
